id,title,employer,posting_date,salary,country,region,locality,employment_type,is_remote,be_in_first_ten,required_skills
42724871,Data Scientist - Fully Remote,Shift F5 Limited,Posted 14 May,"€50,000 - €70,000 per annum",Spain,,Spain,"Permanent, full-time",False,True,"Business Intelligence,Machine Learning,Python,NLP,Data Scientist,Time Series"
42682184,Senior Data Scientist - Reading,BCT Resourcing,Posted 11 May,"£40,000 - £60,000 per annum",England,Berkshire,Reading,"Permanent, full-time",False,True,
42781040,Data Scientist - Market Research,Aspire,Posted 20 May,"£45,000 - £60,000 per annum",England,South East England,London,"Permanent, full-time",True,False,
42818099,Market Research - Data Scientist,Aspire,Posted 24 May,"£45,000 - £60,000 per annum, negotiable, pro-rata, inc benefits, OTE",England,South East England,London,"Permanent, full-time",True,True,"Python,SPSS,analyst,data analysis,R,research analyst,data modelling,pricing manager,yield analyst,research analytics"
42863302,Interim Data Scientist - Tax,Handle Recruitment,Posted 27 May,£350.00 - £400.00 per day,England,South East England,London,"Temporary, full-time",False,True,"Business Analyst,Data Analyst,Data Engineer,Data Scientist"
42579894,Data Scientist 12 month FTC,ADLIB,Posted 28 April,"£35,000 - £45,000 per annum",England,Gloucestershire,Cheltenham,"Permanent, full-time",False,True,
42696782,Senior Data Scientist - Marketing,Data Idols,Posted 12 May,"£60,000 - £80,000 per annum",England,South East England,London,"Permanent, full-time",False,True,
42875430,Data Scientist / AI Engineer,Deerfoot IT Resources Ltd,Posted 28 May,"£80,000 - £120,000 per annum",England,South East England,London,"Permanent, full-time",False,False,"Data Science,AI,Machine learning"
42709528,Data Scientist Consultant,Hays Specialist Recruitment Limited,Posted 13 May,"£45,000 - £60,000 per annum",England,Cambridgeshire,Cambridge,"Permanent, full-time",True,True,
42751032,Senior Data Scientist,ADLIB,Posted 18 May,"£60,000 - £70,000 per annum",England,Avon,Bristol,"Permanent, full-time",True,False,
42728420,Senior Data Scientist - Marketing,Harnham,Posted 16 May,"£60,000 per annum",England,South East England,London,"Permanent, full-time",False,True,
42910565,Data Scientist Machine Learning,ITECCO,Posted 4 days ago,"£60,000 - £65,000 per annum",England,South East England,London,"Permanent, full-time",False,True,Machine Learning
42887066,Lead Data Scientist - NLP,Harnham,Posted 1 week ago,"£90,000 - £120,000 per annum",England,South East England,London,"Permanent, full-time",False,True,
42860221,Lead Data Scientist - NLP,Harnham,Posted 27 May,"£90,000 - £95,000 per annum",England,South East England,London,"Permanent, full-time",False,True,"Python,Data Science,NLP,Data Scientist,Deep Learning."
42580733,Power Systems Data Scientist,Talentspa,Posted 28 April,Competitive salary,England,Avon,Bristol,"Permanent, full-time",False,True,
42852618,Lead NLP Data Scientist,Harnham,Posted 26 May,"£75,000 - £95,000 per annum",England,South East England,London,"Permanent, full-time",False,True,
42596855,Lead Data Scientist - NLP,Harnham,Posted 29 April,"£85,000 - £95,000 per annum",England,South East England,London,"Permanent, full-time",False,True,
42819986,Data Scientist Deep Learning,Harnham,Posted 24 May,"£55,000 - £70,000 per annum",England,South East England,London,"Permanent, full-time",False,True,
42923311,Data Scientist Market Research,Aspire,Posted 3 days ago,"£45,000 - £60,000 per annum",England,South East England,London,"Permanent, full-time",True,True,
42805254,"Data Scientist Medical, Remote",Understanding Recruitment,Posted 23 May,"£45,000 - £55,000 per annum",England,Oxfordshire,Oxford,"Permanent, full-time",False,False,
42668668,Senior Data Scientist Freelance,Harnham,Posted 10 May,€95.00 - €105.00 per hour,Netherlands,,Netherlands,"Contract, full-time",False,True,
42611408,Lead Data Scientist - NLP,Harnham,Posted 2 May,"£75,000 - £95,000 per annum",England,South East England,London,"Permanent, full-time",False,True,
42890794,Principal Data Scientist - Private Equity,Harnham,Posted 6 days ago,"£80,000 - £110,000 per annum",England,South East England,London,"Permanent, full-time",False,True,
42726960,Senior Data Scientist - Unicorn Tech,Harnham,Posted 15 May,"£70,000 - £80,000 per annum",England,South East England,London,"Permanent, full-time",False,True,
42944828,Senior Data Scientist Engineering focus,eFinancial Careers,Posted Yesterday,Competitive salary,England,South East England,London,"Permanent, full-time",False,True,
42579924,Senior Data Scientist 12 Month FTC,ADLIB,Posted 28 April,"£45,000 - £56,000 per annum",England,Gloucestershire,Cheltenham,"Permanent, full-time",False,True,
42683777,Data Scientist Python - Hedge Fund,Client Server Ltd.,Posted 11 May,"£75,000 - £85,000 per annum",England,South East England,London,"Permanent, full-time",True,False,"data,python,scientist,numpy,scipy,pandas"
42750292,"Data Scientist - Reporting, Surveys and Insights",We Do Data,Posted 18 May,"£40,000 - £45,000 per annum",England,Gloucestershire,Cheltenham,"Permanent, full-time",True,True,
42655761,Data Scientist  Higher Level Education  45K,Method Resourcing,Posted 7 May,"£40,000 - £45,000 per annum, negotiable, inc benefits",England,Gloucestershire,Cheltenham,"Contract, full-time",True,True,"education,python,r,data science,data scientist,power BI"
42935195,Data Scientist / Artificial Intelligence Engineer,Adecco,Posted 2 days ago,Salary negotiable,England,South East England,London,"Permanent, full-time",False,True,
42730209,"Data Scientist Deep Learning, Python, SQL",Understanding Recruitment,Posted 17 May,"£80,000 - £90,000 per annum",England,London,Camden,"Permanent, full-time",False,False,
42638291,Senior Computer Vision Data Scientist Freelance,Harnham,Posted 5 May,€100 - €110 per annum,Netherlands,,Netherlands,"Contract, full-time",False,True,
42848853,Data Scientist - Multiple Positions Available,SR2,Posted 26 May,"£55,000 - £65,000 per annum",England,South East England,London,"Permanent, full-time",False,False,
42712145,Data Scientist - AWS - Manchester,Circle Recruitment,Posted 13 May,"£45,000 - £65,000 per annum",England,Lancashire,Manchester,"Permanent, full-time",False,True,
42779516,Data Scientist - AWS - Manchester,Circle Recruitment,Posted 20 May,"£45,000 - £65,000 per annum",England,Lancashire,Manchester,"Permanent, full-time",False,True,
42542719,Data Scientist - Productising & Innovation,Blue Pelican,Posted 28 May,Salary not specified,England,South East England,London,"Permanent, full-time",False,True,
42911841,Data Scientist - NLP,Hays Specialist Recruitment Limited,Posted 4 days ago,"£45,000 - £75,000 per annum",England,South East England,London,"Permanent, full-time",False,True,"IVD,NLP,science,chemistry,health,learning,medical,data,biology,R&D,development,research,machine,diagnostic,language,processing,modelling,mining,clinical,statistics,start-up,in-vitro,instrument,natural,device,text,deep"
42733907,Data Scientist / Analyst,Search Party Digital Ltd,Posted 17 May,"£30,000 - £35,000 per annum",England,Avon,Bristol,"Permanent, full-time",True,False,"Python,Google Analytics,Tableau"
42768860,Data Scientist -  Interviews next week,NonStop Consulting Ltd,Posted 20 May,Competitive salary,England,South East England,London,"Contract, full-time",False,False,"Machine Learning,Python,SQL,Data Scientist,Qlik Sense"
42677316,Senior Data Scientist Credit/ Lending,Harnham,Posted 10 May,"£45,000 - £78,000 per annum",England,South East England,London,"Permanent, full-time",False,True,"python,machine learning,Scorecards,decision science,scorecard modelling,credit decision"
42665602,Data Scientist - JID 1931,Spinwell Global Limited,Posted 9 May,Salary negotiable,Saudi Arabia,Saudi Arabia,Riyadh,"Permanent, full-time",False,True,
42945500,Quantitative Researcher / Data Scientist,eFinancial Careers,Posted Yesterday,Competitive salary,England,South East England,London,"Permanent, full-time",False,True,
42646161,Data Scientist - Audience Insights,Blue Pelican,Posted 6 May,"£45,000 - £50,000 per annum",England,London,Camden,"Permanent, full-time",False,False,
42657477,Cloud Data Scientist - Remote,Ringstone Recruitment,Posted 7 May,"£50,000 - £60,000 per annum",England,Lancashire,Manchester,"Permanent, full-time",False,True,"Cloud Computing,Data,Data Management,Engineering,Machine Learning"
42930706,Senior Data Scientist - Insurance,High Finance (UK) Limited T/A HFG,Posted 3 days ago,Salary negotiable,England,South East England,London,"Permanent, full-time",False,True,
42930706,Senior Data Scientist - Insurance,High Finance (UK) Limited T/A HFG,Posted 3 days ago,Salary negotiable,England,South East England,London,"Permanent, full-time",False,True,
42913058,Data Scientist - Fixed Term,E.ON,Posted 4 days ago,Salary negotiable,England,South East England,London,"Temporary, full-time",False,True,
42645664,Senior Data Architect / Data Scientist  - 100 Remote across UK,Stanton House,Posted 6 May,"£80,000 - £110,000 per annum",England,South East England,London,"Permanent, full-time",True,True,
42834145,Sports Modeler - Data Scientist,eFinancial Careers,Posted Yesterday,Competitive salary,England,South East England,London,"Permanent, full-time",False,True,
42734582,Senior Data Scientist  E-Commerce  Python 55-65k,Method Resourcing,Posted 17 May,"£55,000 - £65,000 per annum",England,South East England,London,"Permanent, full-time",False,True,"python,spark,data science,data scientist"
42883442,Senior Data Surveillance Scientist,NHS Business Services Authority,Posted 29 May,"£38,202 - £44,240 per annum",England,Essex,Harlow,"Contract, full-time",False,True,
42944919,Senior Data Scientist Applied Science Focus,eFinancial Careers,Posted Yesterday,Competitive salary,England,South East England,London,"Permanent, full-time",False,True,
42769995,Pricing Data Scientist German or Italian or French Speaker,Arthur,Posted 20 May,"£75,000 - £100,000 per annum",England,South East England,London,"Permanent, full-time",False,True,
42877912,Data Scientist  E-Commerce  Spark  Python  £55-60k,Method Resourcing,Posted 28 May,"£55,000 - £60,000 per annum",England,South East England,London,"Permanent, full-time",False,True,"retail,python,ecommerce,spark,data science,data scientist"
42850150,Data Scientist  E-Commerce  Luxury Fashion  £55-60k,Method Resourcing,Posted 26 May,"£55,000 - £60,000 per annum",England,South East England,London,"Permanent, full-time",False,True,"python,ecommerce,data science,data scientist"
42853294,Data Scientist - Computer Vision/ Deep Learning,Harnham,Posted 26 May,"£40,000 - £55,000 per annum",England,South East England,London,"Permanent, full-time",False,True,
42601170,Software Engineer / Data Scientist,Nuvola Resourcing Ltd,Posted 30 April,"£45,000 - £65,000 per annum",Wales,South Glamorgan,Cardiff,"Permanent, full-time",False,True,Java Python Data Science
42736751,"Data Scientist Python, R, Shiny, ML",Jefferson Frank,Posted 17 May,"£50,000 - £60,000 per annum",Scotland,Midlothian,Edinburgh,"Permanent, full-time",True,False,"Analytics,Machine Learning,ML,Python,SQL,Data Science,SAS,Data Analyst,R,Shiny,Data SCIENTIST"
42736902,"Data Scientist Python, R, Shiny, ML",Jefferson Frank,Posted 17 May,"£50,000 - £60,000 per annum",England,South East England,London,"Permanent, full-time",True,False,"Analytics,Machine Learning,ML,Python,SQL,Data Science,SAS,Data Analyst,R,Shiny,Data SCIENTIST"
42637516,"Junior Data Scientist  Fintech  London  £50,000",Sphere Digital Recruitment,Posted 5 May,"£40,000 - £50,000 per annum",England,South East England,London,"Permanent, full-time",False,False,"sql,data,python,analytics,churn,statistics,scientist,segmentation,regression,propensity"
42913741,Data Scientist Python Computer Vision PhD,Client Server Ltd.,Posted 4 days ago,"£65,000 - £80,000 per annum",England,London,Paddington,"Permanent, full-time",True,True,"python,computer-vision,data-scientist"
42854585,"Data Scientist - Azure, Python, Pandas/Scipy",Hays Specialist Recruitment Limited,Posted 26 May,Salary negotiable,England,South East England,London,"Contract, full-time",False,True,
42803115,Data Scientist - remote working available,Communicate Recruitment Solutions LTD,Posted 23 May,"£35,000 - £65,000 per annum",England,Cambridgeshire,Peterborough,"Permanent, full-time",True,False,"Programming,Python,Data Science"
42941875,Data Scientist Contract - Outside IR35,Harnham,Posted 2 days ago,£350.00 - £400.00 per day,England,London,Covent Garden,"Contract, full-time",False,True,"Python,SQL,R,AWS"
42941595,Data Scientist Geospatial - Outside IR35,Harnham,Posted 2 days ago,£450.00 - £500.00 per day,England,London,Covent Garden,"Contract, full-time",False,True,"GIS,Machine,Python,SQL,Learning,Random Forests"
42721054,Data Scientist - Part-Time Night Shift,SRG Lunar,Posted 14 May,£17.28 per hour,England,Warwickshire,Leamington Spa,"Contract, full-time",False,True,
42945046,Senior Data Scientist - Insurance,eFinancial Careers,Posted Yesterday,Competitive salary,England,South East England,London,"Permanent, full-time",False,True,
42903686,Data Scientist & Machine Learning Research Engineer,Amazing Prospects Ltd,Posted 5 days ago,"£65,000 - £85,000 per annum, inc benefits",England,Surrey,Epsom,"Permanent, full-time",False,True,
42569462,Data Science Consultant,Harnham,Posted 27 April,"£75,000 - £80,000 per annum",England,South East England,London,"Permanent, full-time",False,False,
42941514,Data Science Manager,Harnham,Posted 2 days ago,"£80,000 - £120,000 per annum",England,South East England,London,"Permanent, full-time",False,True,
42495362,"Machine Learning Engineer AI Ops, Python, Cloud",Understanding Recruitment,Posted 19 April,"£90,000 - £100,000 per annum",England,London,Camden,"Permanent, full-time",False,False,
42554777,"Lead Machine Learning Engineer ML Ops, Bayesian",Understanding Recruitment,Posted 26 April,"£90,000 - £100,000 per annum",England,London,Camden,"Permanent, full-time",False,True,
42612256,"Machine Learning Engineer AI Ops, Python, AWS/GCP",Understanding Recruitment,Posted 3 May,"£90,000 - £100,000 per annum",England,London,Camden,"Permanent, full-time",False,False,
42443067,"Senior Machine Learning Engineer Statistics, Cloud",Understanding Recruitment,Posted 17 May,"£90,000 - £100,000 per annum",England,London,Camden,"Permanent, full-time",False,True,
42896430,"Senior Machine Learning Engineer Gaussian, Cloud",Understanding Recruitment,Posted 5 days ago,"£90,000 - £100,000 per annum",England,London,Camden,"Permanent, full-time",False,True,
42576020,Data Ops Engineer,Harnham,Posted 27 April,"£70,000 - £80,000 per annum",England,South East England,London,"Permanent, full-time",False,True,Data Ops Engineer
42742791,Machine Learning Scientist Remote,TEC PARTNERS LIMITED,Posted 18 May,"£45,000 - £60,000 per annum, negotiable, inc benefits",England,Cambridgeshire,Cambridge,"Permanent, full-time",False,False,"Python,Machine learning,Pandas,NumPy,Matplotlib,Tensorflow,Jupyter,PyTorch"
42683723,Lead Data Science Consultant / Trainer,Harnham,Posted 11 May,"£70,000 - £80,000 per annum",England,South East England,London,"Permanent, full-time",False,True,
42667244,"Lead Machine Learning Engineer Ops, Bayesian Stats",Understanding Recruitment,Posted 10 May,"£90,000 - £100,000 per annum",England,London,Camden,"Permanent, full-time",False,False,
42791225,Data Science Manager,Sphere Digital Recruitment,Posted 21 May,"£80,000 - £100,000 per annum",England,South East England,London,"Permanent, full-time",False,False,"customer,science,manager,data,python,analysis,modelling,churn,scientist,segmentation,statistical,predictive"
42813818,Senior Research Scientist - New Target Bioinformatics,Park Street People,Posted 24 May,Salary negotiable,England,Oxfordshire,Abingdon,"Contract, full-time",False,True,
42574366,Deep Learning Scientist,Harnham,Posted 27 April,"£80,000 - £85,000 per annum",England,South East England,London,"Permanent, full-time",False,True,"Forecasting,Machine Learning,Data Science,Data Scientist,Deep Learning,Time Series."
42505097,Machine Learning Engineer/ Senior Machine Learning Engineer,Harnham,Posted 4 days ago,"£80,000 - £130,000 per annum",England,South East England,London,"Permanent, full-time",False,False,Machine Learning
42837696,Data Scientist- Systematic Quant Fund,eFinancial Careers,Posted Yesterday,Competitive salary,England,South East England,London,"Permanent, full-time",False,True,
42836885,"Senior Data Scientist, Optimisation Lead - Athena Applied Intelligence - London",eFinancial Careers,Posted Yesterday,Competitive salary,England,South East England,London,"Permanent, full-time",False,True,
42823634,"Lead Developer, Python, Data Scientist, AI, CNN, Computer Vision",Corriculo Ltd,Posted 25 May,"£45,000 - £55,000 per annum",England,Middlesex,Twickenham,"Permanent, full-time",True,True,
42823633,"Lead Developer, Python, Data Scientist, AI, CNN, Computer Vision",Corriculo Ltd,Posted 25 May,"£45,000 - £55,000 per annum",England,Middlesex,Twickenham,"Permanent, full-time",True,True,
42916133,"Lead Developer, Python, Data Scientist, AI, CNN, Computer Vision",Corriculo Ltd,Posted 4 days ago,"£65,000 - £75,000 per annum",England,Middlesex,Twickenham,"Permanent, full-time",True,True,
42647106,"Data Scientist, Modelling Analyst, PV Modelling, 6 month FTC",Corriculo Ltd,Posted 6 May,"£30,000 - £40,000 per annum",England,South East England,London,"Permanent, full-time",False,False,
42836807,Senior Data Scientist - GTI Applied AI - London,eFinancial Careers,Posted Yesterday,Competitive salary,England,South East England,London,"Permanent, full-time",False,True,
42838319,Senior Data Scientist - Financial Services - Trading Platform,eFinancial Careers,Posted Yesterday,Competitive salary,England,South East England,London,"Permanent, full-time",False,True,
42944583,Junior Data Scientist - Financial Services - Trading Platform,eFinancial Careers,Posted Yesterday,Competitive salary,England,South East England,London,"Permanent, full-time",False,True,
42660538,Data Scientist - UK Government Contract,NonStop Consulting Ltd,Posted 7 May,Salary negotiable,England,Hampshire,Portsmouth,"Contract, full-time",False,True,python; data science; docker; social media; modelling
42741837,Real World Evidence Scientist,Cpl Life Sciences,Posted 18 May,Salary negotiable,England,Cambridgeshire,Cambridge,"Contract, full-time",False,True,
42832547,Mid-level Data Engineer,Rise Technical Recruitment Limited,Posted 25 May,"£45,000 - £55,000 per annum",Wales,South Glamorgan,Cardiff,"Permanent, full-time",True,True,"Data,Engineering,Manufacturing,Technology,Big Data,IT,Bristol,Data Engineer,Cardiff,South West,Tech,Wales,Bath,South Wales,Data Scientist,Data Architect,Swansea,Newport"
42826898,Associate Principal Scientist - DMPK / ADME,Hyper Recruitment Solutions Ltd,Posted 25 May,Salary negotiable,England,South East England,Hertfordshire,"Permanent, full-time",False,True,
42577324,Ux Designer,Capita,Posted 28 April,£400.00 - £450.00 per day,England,Hampshire,Portsmouth,"Contract, full-time",False,True,
42902131,Associate Scientist,CK GROUP,Posted 5 days ago,Salary negotiable,England,Hertfordshire,Stevenage,"Contract, full-time",False,True,
42864412,Senior Scientist,CK GROUP,Posted 27 May,Salary negotiable,England,Hertfordshire,Stevenage,"Contract, full-time",False,True,
42637675,Biological Safety Scientists - Medical Devices - Remote USA,Bosch Global Associates Ltd,Posted 5 May,"USD$90,000 - USD$135,000 per annum, negotiable",USA,USA,Ohio,"Permanent, full-time",False,True,
42637713,Biological Safety Scientists - Medical Devices - Remote USA,Bosch Global Associates Ltd,Posted 5 May,"USD$90,000 - USD$135,000 per annum, negotiable",USA,USA,California,"Permanent, full-time",False,True,
42907323,Computer Vision Specialist,X4 Group,Posted 5 days ago,Competitive salary,England,South East England,London,"Contract, full-time",True,True,
42813225,Research Scientist,Kenton Black,Posted 24 May,Salary negotiable,England,Northamptonshire,Rushden,"Permanent, full-time",False,False,"Drug Discovery,Research,ADME,Bioanalysis,CRO"
42695173,Graduate Scientist,CK GROUP,Posted 12 May,Salary negotiable,England,Tyne And Wear,Gateshead,"Permanent, full-time",False,True,
42687122,Lead Scientist - Process Analytics BLI/SPR,Hyper Recruitment Solutions Ltd,Posted 11 May,Salary negotiable,England,South East England,Berkshire,"Permanent, full-time",False,True,"Analytical,SPR,Method Development,Octet,BLI"
42687166,Lead Scientist - Process Analytics HPLC/UPLC,Hyper Recruitment Solutions Ltd,Posted 11 May,Salary negotiable,England,East Anglia,Cambridgeshire,"Permanent, full-time",False,True,"Analytical,Electrophoresis,HPLC,Method Development,UPLC"
42747895,Staff Scientist - Design,Novacyt,Posted 18 May,Competitive salary,England,Hampshire,Chandlers Ford,"Permanent, full-time",False,True,
42737397,Real World Evidence RWE Scientist,CK GROUP,Posted 17 May,Salary negotiable,England,Cambridgeshire,Cambridge,"Contract, full-time",False,True,
42739586,Lead Protein Purification Scientist,"Yoh, A Day & Zimmermann Company",Posted 17 May,"£40,000 - £45,000 per annum",England,Cambridgeshire,Cambridge,"Permanent, full-time",False,True,"Biologics,Column Chromatography,Project Management,AKTA,Protein Purification"
42922949,Senior Real World Evidence Scientist,CK GROUP,Posted 3 days ago,Salary negotiable,England,Cambridgeshire,Cambridge,"Contract, full-time",False,True,
42833649,Senior Biomedical Scientist,INSIGNIA RECRUIT,Posted 25 May,Salary negotiable,England,Buckinghamshire,Milton Keynes,"Temporary, full-time",False,True,
42717768,Head of Data Science,Vitality,Posted 14 May,Salary negotiable,England,South East England,London,"Permanent, full-time",False,True,
42752974,Data Engineer,BPS World,Posted 19 May,"£40,000 - £45,000 per annum",England,South East England,London,"Permanent, full-time",False,True,
42832424,Junior Data Engineer,Rise Technical Recruitment Limited,Posted 25 May,"£35,000 - £45,000 per annum",Wales,South Glamorgan,Cardiff,"Permanent, full-time",True,False,"Data,Engineering,Manufacturing,Technology,Big Data,IT,Bristol,Data Engineer,Cardiff,South West,Tech,Wales,Bath,South Wales,Data Scientist,Data Architect,Swansea,Newport"
42911073,Clinical Bioinformatician - Growing Diagnostics company,Hays Specialist Recruitment Limited,Posted 4 days ago,"£40,000 - £55,000 per annum",England,West Midlands,Birmingham,"Permanent, full-time",False,True,"PCR,Bayesian,NGS,science,learning,data,programmer,machine,programming,clinical,diagnostics,statistics,scientist,genetics,bioinformatics,statistical,pipeline,genomics,discovery,biomarker,bioinformatician,sequence,15189"
42638281,Manufacturing Analytics Lead,Premier IT,Posted 5 May,"£80,000 per annum",England,South East England,London,"Permanent, full-time",False,True,
42779584,Machine Learning Engineer,Harnham,Posted 20 May,"£60,000 - £70,000 per annum",England,South East England,London,"Permanent, full-time",False,False,
42741864,Senior Real World Evidence Scientist,Cpl Life Sciences,Posted 18 May,Salary negotiable,England,Cambridgeshire,Cambridge,"Contract, full-time",False,True,
42739610,Lead Scientist (Protein Engineering),"Yoh, A Day & Zimmermann Company",Posted 17 May,"£40,000 - £45,000 per annum",England,Cambridgeshire,Cambridge,"Permanent, full-time",False,True,"Molecular Biology,Project Management,Protein Engineering,Mammalian Cell Culture,Protein Purification"
42754344,"Microbiologist, Scientist, IVD, Molecular Diagnostics, Medical",Corriculo Ltd,Posted 19 May,"£35,000 - £45,000 per annum",England,Oxfordshire,Oxford,"Permanent, full-time",False,True,
42710385,Research Scientist,Pertemps SSDC,Posted 6 days ago,Salary negotiable,England,Leicestershire,Waltham On The Wolds,"Temporary, full-time",True,True,
42686983,Cell Culture Scientist,Hyper Recruitment Solutions Ltd,Posted 11 May,"£25,000 - £35,000 per annum",England,South East England,London,"Permanent, full-time",False,False,
42680999,Formulation Development Scientist,CK GROUP,Posted 11 May,Salary negotiable,England,Surrey,Weybridge,"Contract, full-time",False,False,
42896530,"Senior Software Developer Python, AI",Understanding Recruitment,Posted 5 days ago,"£70,000 - £80,000 per annum",England,London,Camden,"Permanent, full-time",False,True,
42828512,Genomic Screening Scientist,REED Scientific,Posted 25 May,Salary negotiable,England,Cambridgeshire,Cambridge,"Permanent, full-time",False,True,
42907481,Scientist,"Yoh, A Day & Zimmermann Company",Posted 5 days ago,"£20,000 - £25,000 per annum",England,Cambridgeshire,Cambridge,"Permanent, full-time",False,True,"Laboratory,Molecular Biology,Mammalian Cell Culture,Tissue Culture"
42277724,Senior Scientist,Bond Recruitment,Posted 23 April,"£45,000 - £55,000 per annum",England,South East England,London,"Permanent, full-time",False,False,"Biochemistry,Molecular Biology,Molecular Cloning,Molecular Diagnostics,NGS"
42637697,Biological Safety Scientists - Medical Devices - Remote USA,Bosch Global Associates Ltd,Posted 5 May,"USD$90,000 - USD$135,000 per annum, negotiable",USA,USA,Indiana,"Permanent, full-time",False,True,
42637998,Biological Safety Scientists - Medical Devices - Remote USA,Bosch Global Associates Ltd,Posted 5 May,"USD$90,000 - USD$135,000 per annum, negotiable",USA,USA,Texas,"Permanent, full-time",False,True,"Biological,Medical Devices,Medical Technology,Risk Assessments,Product Safety"
42563545,Data Science Lead,PeopleGenius,Posted 26 April,"£45,000 - £60,000 per annum",England,Lancashire,Manchester,"Permanent, full-time",False,True,"Coding,Modelling,Python,SQL,Data Science"
42705780,"Molecular Scientist - Industrialisation SPR, PCR, Flow",Hyper Recruitment Solutions Ltd,Posted 13 May,"£38,000 - £43,000 per annum, negotiable",England,South East England,London,"Permanent, full-time",False,False,"ELISA,Molecular,PCR,SPR,Flow Cytometry"
42761915,Mass Spectrometry Scientist - Proteomics,Hyper Recruitment Solutions Ltd,Posted 19 May,"£30,000 - £35,000 per annum, negotiable",England,North West England,Cheshire,"Permanent, full-time",False,True,
42710556,Senior Scientist - Stem Cell Biology,Hyper Recruitment Solutions Ltd,Posted 13 May,"£35,000 - £45,000 per annum, negotiable",Scotland,Renfrewshire,Central,"Permanent, full-time",False,True,
42901931,Graduate Machine Learning Software Engineer,IT Graduate Recruitment,Posted 5 days ago,"£40,000 - £60,000 per annum, negotiable, inc benefits, OTE",England,South East England,London,"Permanent, full-time",False,False,"C++,Computer Vision,Python,Data Science,Text Mining,Big Data,Data Scientist,Deep Learning,Machine Learning Software Engineer"
42837719,Graduate Quant Data Scientist/ UK/  Base  Bonus,eFinancial Careers,Posted Yesterday,Competitive salary,England,South East England,London,"Permanent, full-time",False,True,
42717353,Scientist - Chemistry,CK GROUP,Posted 14 May,Salary negotiable,England,Hertfordshire,Stevenage,"Permanent, full-time",False,True,
42921955,Scientist,ARM Defence,Posted 3 days ago,Salary negotiable,England,Worcestershire,Malvern,"Permanent, full-time",False,True,
42878434,Research Scientist - Python - Machine Learning,The SLR Group,Posted 28 May,£120.00 - £150.00 per day,England,Leicestershire,Melton Mowbray,"Contract, full-time",False,True,python
42939562,Analytical Chemist,Kenton Black,Posted 2 days ago,"£20,000 - £35,000 per annum, negotiable",England,Middlesex,Teddington,"Permanent, full-time",False,True,"Analytical Chemistry,Forensic Analysis,Gas Chromatography,LCMS"
42637737,Biological Safety Scientists - Medical Devices - Remote USA,Bosch Global Associates Ltd,Posted 5 May,"USD$90,000 - USD$135,000 per annum, negotiable",USA,USA,Pennsylvania,"Permanent, full-time",False,True,"Biological,Medical Devices,Medical Technology,Risk Assessments,Product Safety"
42831489,Electrophysiologist,REED Scientific,Posted 25 May,Salary negotiable,England,Cambridgeshire,Cambridge,"Permanent, full-time",False,True,
42284664,Downstream Process Development Scientist,Harris Lord Recruitment,Posted 30 April,Competitive salary,England,Staffordshire,Stoke-on-Trent,"Permanent, full-time",False,True,"Biological,GMP,Innovation,Product Development,Purification"
42675646,Senior Packaging Scientist,CK GROUP,Posted 10 May,Salary negotiable,England,Cheshire,Macclesfield,"Contract, full-time",False,True,
42831492,Electrophysiologist,REED Scientific,Posted 25 May,Salary negotiable,England,Cambridgeshire,Cambridge,"Permanent, full-time",False,True,
42722921,Analytical Scientist - Molecular Biologist,Next Phase Recruitment,Posted 14 May,Salary negotiable,England,South East England,London,"Permanent, full-time",False,False,
42929479,Senior Scientist,CK GROUP,Posted 3 days ago,Salary negotiable,England,Hampshire,Southampton,"Contract, full-time",False,True,
41416286,Senior LC-MS/MS Analyst,VRS Recruitment,Posted 24 May,"£25,000 - £38,000 per annum",England,South East England,Essex,"Permanent, full-time",False,False,
40808455,Senior In Vivo Scientist,Harris Lord Recruitment,Posted 30 April,"£30,000 - £38,000 per annum, negotiable",England,Kent,Canterbury,"Permanent, full-time",False,False,"In Vivo,Research,Experimental Design,Mouse Models,pain"
42728592,Assay Development Leader,TEC PARTNERS LIMITED,Posted 16 May,"£40,000 - £45,000 per annum",England,Cambridgeshire,Cambridge,"Permanent, full-time",False,True,
41972028,Data Analyst Python & Power BI - Move to Management,hireful.,Posted 5 days ago,"£50,000 - £55,000 per annum",England,West Midlands,Birmingham,"Permanent, full-time",False,False,
42911799,Data Engineer - GCP - Python - ETL - BI Development - SQL,Reflex Computer Recruitment,Posted 4 days ago,"£60,000 - £70,000 per annum",England,South East England,London,"Permanent, full-time",False,True,
42652836,Senior GMP Upstream Scientist,Harris Lord Recruitment,Posted 7 May,Competitive salary,England,Staffordshire,Stoke-on-Trent,"Permanent, full-time",False,True,"Biologics,Biotechnology,Cell Culture,Fermentation,Upstream"
42707613,Scientist/Senior Scientist Bio-Assays,CK GROUP,Posted 13 May,Salary negotiable,England,Cambridgeshire,Cambridge,"Permanent, full-time",False,True,
42184093,Senior Toxicology Scientist,taylorollinson Ltd,Posted 26 May,Competitive salary,England,Cheshire,Macclesfield,"Permanent, full-time",False,False,Toxicology
42615557,PBPK Modelling Scientist,Zest Business Group,Posted 4 May,Salary negotiable,England,East Midlands,Nottinghamshire,"Permanent, full-time",False,True,"PBPK Modelling,WinNonlin Phoenix,GastroPlus,SimCYP"
42805255,"Software Engineer JavaScript, AI",Understanding Recruitment,Posted 23 May,"£60,000 - £70,000 per annum",England,London,Camden,"Permanent, full-time",False,True,
